time (s),altitude (ft),altitude_rate (ft/s),distance (m),drag (lbf),electric_power_in_total (kW),fuel_flow_rate_negative_total (lbm/h),mach (unitless),mach_rate (1/s),mass (kg),specific_energy_rate_excess (m/s),throttle (unitless),thrust_net_total (lbf),velocity (m/s)
24608.92201546794,22491.55153841129,-10.606062491381124,5285422.2880822895,4913.40748440109,0.0,-1383.467930282364,0.5762909821969839,-0.00017272730343106404,50046.56215736687,14.643968503299703,0.07625190696413686,2327.325767479715,180.3224411435944
24608.92201546794,22491.55153841129,-10.606062491381124,5285422.2880822895,4913.40748440109,0.0,-1383.467930282364,0.5762909821969839,-0.00017272730343106404,50046.56215736687,14.643968503299703,0.07625190696413686,2327.325767479715,180.3224411435944
24943.11870629373,18947.04055110015,-10.606062491381124,5343059.481758615,4773.632359859188,0.0,-1104.6933896485361,0.5185660889750596,-0.00017272730343106404,49994.442347191085,17.22276342073874,0.05553672741592403,1992.5325687141994,164.5775364166453
25404.241929123993,14056.338833535332,-10.606062491381124,5413759.7218214385,4563.266174839636,0.0,-844.5138167717921,0.4389175181461468,-0.00017272730343106404,49938.51618208149,20.401241234574535,0.03795630649119896,1429.006714434589,141.96227530263815
25550.185852536146,12508.44846158871,-10.606062491381124,5433935.99547807,4509.771537103528,0.0,-930.084923387542,0.41370901780301617,-0.00017272730343106404,49923.489528950675,21.079671744985696,0.043356594172489805,1235.5655699953866,134.59372889659278
25550.185852536146,12508.44846158871,-10.606062491381124,5433935.99547807,4509.771537103528,0.0,-930.084923387542,0.41370901780301617,-0.00017272730343106404,49923.489528950675,21.079671744985696,0.043356594172489805,1235.5655699953866,134.59372889659278
25831.282995319296,9527.11459908195,-10.606062491381124,5469732.764929308,4448.520088348061,0.0,-1008.3279783555963,0.36515586632790603,-0.00017272730343106404,49888.71676985046,22.123165170922825,0.06265216701244797,851.2926799674649,120.12102245579592
26219.13967962175,5413.482367670256,-10.606062491381124,5512338.02717637,4472.202478060386,0.0,-868.3298711834033,0.2981624271306299,-0.00017272730343106404,49841.69051786852,21.846155763879086,0.016405760322209632,257.92225930575916,99.5551095869246
26341.89499409344,4111.531831234365,-10.606062491381124,5524144.645974135,4581.95429691378,0.0,-847.2337576924278,0.27695923268010253,-0.00017272730343106404,49829.02892575829,21.526345060748717,0.0066815794202187495,110.37879640142131,92.90415025292535
26341.89499409344,4111.531831234365,-10.606062491381124,5524144.645974135,4581.95429691378,0.0,-847.2337576924278,0.27695923268010253,-0.00017272730343106404,49829.02892575829,21.526345060748717,0.0066815794202187495,110.37879640142131,92.90415025292535
26479.53359420101,2651.728237267257,-10.606062491381124,5536406.015600362,4811.018779062485,0.0,-838.1273082512047,0.2531852884354953,-0.00017272730343106404,49814.45231064061,20.934915528645064,3.559007375857662e-08,0.0006213352215357846,85.36674845248899
26669.446769913848,637.4972277202343,-10.606062491381124,5551607.738288389,5406.908907149178,0.0,-867.9323393149576,0.22038209770858666,-0.00017272730343106404,49794.13842391738,19.591640677768147,0.0004165040594491996,7.822541890783291,74.82861102889987
26729.55364070009,0.0,-10.606062491381124,5556000.0,5692.824545170747,0.0,-891.2331641912124,0.21,-0.00017272730343106404,49787.49390464148,19.035564724702187,0.0036173962672321406,69.49802225305275,71.460241335809
